Gender,Age,Height,Weight,Exercise_Type,Duration,Intensity,Distance,Calories_Burned
Female,35,167.0,78.0,Strength,67.8,Medium,0.0,949.0
Female,42,167.0,57.5,Yoga,68.4,Low,0.0,764.0
Female,59,173.0,60.7,Yoga,61.8,Medium,0.0,714.0
Male,48,174.0,69.0,HIIT,88.8,Medium,0.0,1223.0
Female,20,178.0,75.8,HIIT,85.2,Medium,0.0,944.0
Female,57,163.0,75.7,Cardio,41.4,Low,0.0,407.0
Female,41,164.0,71.2,HIIT,85.2,Medium,0.0,939.0
Male,49,168.0,85.0,HIIT,109.2,High,0.0,1468.0
Female,39,156.0,63.6,Strength,73.2,Low,0.0,903.0
Male,40,194.0,73.2,Strength,48.6,Low,0.0,722.0
Female,19,152.0,48.3,Strength,57.6,Low,0.0,653.0
Female,44,178.0,42.8,Strength,89.4,Medium,0.0,1066.0
Male,59,176.0,88.1,Strength,81.0,Medium,0.0,1123.0
Female,19,175.0,72.4,Cardio,72.0,Medium,0.0,840.0
Male,43,188.0,73.2,Cardio,70.2,Low,0.0,822.0
Male,34,186.0,110.5,Cardio,85.2,Low,0.0,1086.0
Female,57,176.0,46.1,Strength,86.4,Medium,0.0,842.0
Male,50,171.0,90.8,Yoga,64.2,Medium,0.0,810.0
Female,26,151.0,59.3,Strength,102.0,High,0.0,1096.0
Female,56,173.0,45.1,Strength,49.8,Low,0.0,482.0
Male,46,177.0,45.0,Cardio,88.8,Medium,0.0,1187.0
Male,59,162.0,89.4,Strength,85.8,Medium,0.0,885.0
Male,43,169.0,127.7,Cardio,68.4,Medium,0.0,875.0
Male,52,172.0,70.9,Strength,78.6,Medium,0.0,927.0
Female,42,150.0,49.2,HIIT,69.0,Medium,0.0,678.0
Female,41,179.0,62.3,Yoga,119.4,High,0.0,1451.0
Male,30,187.0,64.1,Yoga,38.4,Low,0.0,500.0
Female,24,175.0,69.7,Cardio,84.6,Low,0.0,1029.0
Female,53,159.0,56.9,HIIT,89.4,Medium,0.0,1100.0
Female,37,171.0,53.0,Yoga,67.8,Medium,0.0,881.0
Female,18,155.0,72.7,Cardio,50.4,Low,0.0,525.0
Male,25,196.0,76.5,Strength,40.2,Low,0.0,442.0
Male,33,199.0,113.6,Strength,82.8,Low,0.0,949.0
Female,31,162.0,62.5,HIIT,93.6,High,0.0,1318.0
Male,29,186.0,95.2,Yoga,38.4,Low,0.0,496.0
Male,40,182.0,51.7,Strength,54.0,Low,0.0,792.0
Male,32,167.0,105.3,Cardio,34.2,Low,0.0,448.0
Female,45,168.0,71.2,Strength,82.2,Low,0.0,888.0
Female,51,151.0,78.1,Strength,55.2,Low,0.0,555.0
Female,19,168.0,50.6,Yoga,72.6,Medium,0.0,877.0
Male,49,189.0,70.2,Yoga,42.0,Low,0.0,440.0
Female,40,153.0,62.6,Cardio,115.8,High,0.0,1380.0
Female,39,165.0,60.6,HIIT,55.2,Low,0.0,768.0
Male,42,197.0,76.4,HIIT,68.4,Medium,0.0,886.0
Female,39,171.0,63.3,Strength,112.8,High,0.0,1175.0
Female,39,164.0,68.6,Cardio,79.8,Medium,0.0,1024.0
Male,59,188.0,123.3,HIIT,78.0,Medium,0.0,1036.0
Male,23,194.0,107.0,HIIT,81.0,Low,0.0,891.0
Male,32,192.0,68.3,Strength,85.2,Low,0.0,1289.0
Female,54,160.0,47.8,Cardio,71.4,Medium,0.0,830.0
Female,50,179.0,58.4,HIIT,96.0,High,0.0,943.0
Female,25,171.0,74.3,Yoga,85.8,Medium,0.0,1123.0
Male,22,182.0,106.8,Yoga,60.0,Medium,0.0,715.0
Male,56,180.0,125.5,Strength,75.6,Medium,0.0,817.0
Female,21,155.0,55.2,Strength,82.2,Medium,0.0,1103.0
Female,23,172.0,71.4,Strength,75.0,Low,0.0,1056.0
Male,49,161.0,77.7,Strength,61.8,Medium,0.0,806.0
Male,47,160.0,88.4,HIIT,111.6,High,0.0,1160.0
Male,52,199.0,104.8,Cardio,55.8,Low,0.0,598.0
Male,57,169.0,82.2,Strength,69.0,Medium,0.0,882.0
Female,33,175.0,68.2,Strength,51.0,Low,0.0,638.0
Male,30,199.0,91.4,HIIT,82.2,Medium,0.0,1145.0
Female,59,165.0,42.1,Strength,73.2,Low,0.0,725.0
Female,47,176.0,68.7,Strength,82.2,Medium,0.0,845.0
Female,36,174.0,47.2,Cardio,90.0,Medium,0.0,1200.0
Male,34,176.0,92.0,Yoga,43.8,Low,0.0,574.0
Male,36,195.0,56.2,Strength,65.4,Medium,0.0,767.0
Male,45,172.0,58.4,HIIT,78.6,Medium,0.0,973.0
Male,43,195.0,82.9,Cardio,114.0,High,0.0,1505.0
Female,54,174.0,66.9,HIIT,74.4,Low,0.0,720.0
Male,43,185.0,66.3,Cardio,70.8,Low,0.0,707.0
Male,40,193.0,93.6,Cardio,82.8,Low,0.0,1192.0
Female,26,150.0,64.1,Strength,115.8,High,0.0,1293.0
Male,29,162.0,86.7,Strength,91.2,High,0.0,1020.0
Female,18,159.0,62.0,Strength,73.8,Medium,0.0,996.0
Female,18,161.0,58.1,Yoga,114.0,High,0.0,1425.0
Female,51,160.0,64.9,Yoga,89.4,Medium,0.0,838.0
Female,49,162.0,69.3,HIIT,68.4,Medium,0.0,626.0
Female,42,174.0,42.7,Strength,62.4,Low,0.0,608.0
Female,57,163.0,51.4,Yoga,72.0,Medium,0.0,724.0
Female,18,160.0,67.4,Strength,36.0,Low,0.0,492.0
Female,33,161.0,55.6,Yoga,106.2,High,0.0,1301.0
Male,56,186.0,125.3,Yoga,60.0,Medium,0.0,639.0
Male,22,185.0,102.1,Cardio,88.8,Medium,0.0,1278.0
Male,39,177.0,61.9,Strength,79.2,Low,0.0,1205.0
Male,46,164.0,108.8,Strength,84.0,Low,0.0,1171.0
Female,20,158.0,51.1,Yoga,30.0,Low,0.0,422.0
Male,29,199.0,81.7,Strength,87.0,Low,0.0,1005.0
Female,43,166.0,42.7,Yoga,43.8,Low,0.0,440.0
Male,33,199.0,81.8,Strength,95.4,High,0.0,1198.0
Male,54,176.0,54.6,Cardio,76.8,Medium,0.0,868.0
Male,39,188.0,107.7,Strength,43.2,Low,0.0,634.0
Female,46,160.0,56.9,Cardio,52.8,Low,0.0,566.0
Male,31,171.0,78.8,HIIT,89.4,Medium,0.0,992.0
Female,45,164.0,48.2,Strength,75.0,Medium,0.0,894.0
Female,22,159.0,50.7,Strength,76.2,Medium,0.0,883.0
Male,47,199.0,86.6,Strength,118.8,High,0.0,1500.0
Male,22,163.0,96.3,Cardio,81.0,Medium,0.0,1203.0
Male,29,198.0,80.8,Strength,99.0,High,0.0,1316.0
Female,33,153.0,58.0,Strength,110.4,High,0.0,1159.0
Male,43,185.0,95.9,Yoga,76.8,Low,0.0,995.0
Female,43,158.0,61.5,HIIT,111.6,High,0.0,1247.0
Female,38,179.0,40.6,Cardio,37.2,Low,0.0,499.0
Male,56,187.0,82.5,Yoga,90.6,High,0.0,927.0
Male,53,184.0,105.1,Cardio,41.4,Low,0.0,444.0
Female,50,158.0,58.1,Yoga,115.8,High,0.0,1042.0
Female,47,176.0,61.0,HIIT,92.4,High,0.0,1060.0
Female,54,153.0,64.5,Yoga,104.4,High,0.0,940.0
Male,40,198.0,58.2,Cardio,85.8,Medium,0.0,1085.0
Female,27,176.0,69.5,Strength,56.4,Low,0.0,569.0
Male,22,184.0,62.2,Strength,30.6,Low,0.0,393.0
Female,53,170.0,68.0,HIIT,63.6,Medium,0.0,663.0
Female,51,150.0,56.3,Cardio,85.8,Low,0.0,914.0
Male,48,170.0,94.5,Cardio,60.6,Medium,0.0,700.0
Female,27,179.0,58.0,Cardio,83.4,Low,0.0,994.0
Male,36,194.0,84.0,HIIT,108.0,High,0.0,1218.0
Male,49,187.0,61.0,Strength,68.4,Medium,0.0,739.0
Female,18,153.0,64.8,Yoga,118.8,High,0.0,1396.0
Male,22,177.0,45.7,HIIT,62.4,Low,0.0,795.0
Male,21,190.0,80.9,Yoga,108.0,High,0.0,1356.0
Female,33,163.0,64.1,Strength,94.8,High,0.0,948.0
Male,41,177.0,67.0,HIIT,73.2,Medium,0.0,900.0
Male,33,160.0,106.5,Strength,84.0,Medium,0.0,1170.0
Male,19,185.0,95.1,Yoga,72.6,Medium,0.0,952.0
Female,45,157.0,65.5,Cardio,39.6,Low,0.0,395.0
Male,49,164.0,105.7,Cardio,72.0,Medium,0.0,921.0
Female,44,176.0,48.0,Yoga,52.8,Low,0.0,491.0
Female,37,150.0,69.5,Cardio,41.4,Low,0.0,448.0
Male,41,169.0,66.1,Yoga,46.2,Low,0.0,545.0
Male,29,170.0,68.0,HIIT,45.6,Low,0.0,627.0
Male,52,178.0,50.3,HIIT,51.0,Low,0.0,555.0
Female,50,168.0,69.3,HIIT,72.0,Low,0.0,729.0
Male,50,163.0,86.7,Cardio,102.0,High,0.0,1203.0
Male,54,194.0,125.9,Strength,81.0,Medium,0.0,882.0
Male,29,193.0,88.1,Cardio,112.8,High,0.0,1479.0
Male,20,182.0,124.3,Cardio,75.0,Medium,0.0,997.0
Male,18,185.0,62.0,Strength,52.8,Low,0.0,586.0
Female,50,172.0,69.7,Strength,74.4,Medium,0.0,753.0
Female,57,152.0,60.9,Strength,78.6,Medium,0.0,926.0
Male,27,197.0,76.5,Strength,67.8,Low,0.0,1025.0
Male,46,182.0,94.7,Cardio,88.2,Medium,0.0,873.0
Male,30,175.0,67.9,Yoga,75.0,Low,0.0,1155.0
Male,29,187.0,121.1,HIIT,78.6,Medium,0.0,937.0
Female,48,164.0,71.5,Yoga,87.6,Medium,0.0,1012.0
Male,19,170.0,98.6,Cardio,49.8,Low,0.0,740.0
Female,52,163.0,68.2,Strength,70.2,Low,0.0,779.0
Female,40,169.0,57.7,HIIT,70.8,Medium,0.0,920.0
Male,34,163.0,124.6,HIIT,84.6,Medium,0.0,1055.0
Female,43,159.0,73.0,Yoga,78.6,Low,0.0,931.0
Female,25,151.0,59.4,Cardio,97.2,High,0.0,1304.0
Female,46,165.0,52.0,Cardio,42.0,Low,0.0,463.0
Female,43,165.0,42.2,Cardio,79.8,Medium,0.0,886.0
Male,27,164.0,89.3,HIIT,109.2,High,0.0,1622.0
Male,43,176.0,110.0,Yoga,65.4,Low,0.0,658.0
Female,51,158.0,66.2,HIIT,51.6,Low,0.0,499.0
Male,58,166.0,58.6,HIIT,72.6,Low,0.0,964.0
Male,24,167.0,51.0,Strength,58.2,Low,0.0,710.0
Male,21,195.0,101.5,Yoga,58.2,Low,0.0,699.0
Male,28,187.0,114.2,Strength,63.0,Medium,0.0,959.0
Male,46,172.0,54.4,Cardio,54.6,Low,0.0,725.0
Female,53,157.0,52.4,HIIT,80.4,Medium,0.0,898.0
Male,42,181.0,85.2,Yoga,92.4,High,0.0,1151.0
Male,38,174.0,83.6,Cardio,99.6,High,0.0,1379.0
Male,53,192.0,115.4,Yoga,81.6,Medium,0.0,1084.0
Male,27,197.0,71.2,HIIT,44.4,Low,0.0,615.0
Female,54,160.0,78.1,Yoga,66.0,Medium,0.0,718.0
Female,26,165.0,54.2,Cardio,64.2,Medium,0.0,642.0
Female,41,176.0,77.6,Strength,76.2,Medium,0.0,920.0
Female,52,162.0,44.1,HIIT,84.6,Low,0.0,768.0
Male,52,180.0,85.5,Strength,102.0,High,0.0,1144.0
Female,53,176.0,47.8,HIIT,63.6,Medium,0.0,711.0
Male,35,194.0,102.5,Cardio,50.4,Low,0.0,730.0
Male,56,190.0,118.0,HIIT,39.6,Low,0.0,412.0
Male,49,184.0,82.3,Strength,77.4,Medium,0.0,932.0
Male,41,187.0,81.6,HIIT,112.2,High,0.0,1185.0
Male,40,188.0,60.2,Cardio,73.2,Medium,0.0,946.0
Female,49,154.0,49.2,HIIT,76.8,Medium,0.0,881.0
Female,54,150.0,46.6,Strength,82.8,Low,0.0,1025.0
Female,29,172.0,68.7,Cardio,64.8,Medium,0.0,907.0
Female,30,155.0,60.6,Strength,78.0,Medium,0.0,780.0
Male,40,161.0,52.1,HIIT,52.2,Low,0.0,612.0
Female,42,177.0,46.6,Yoga,36.6,Low,0.0,382.0
Male,52,174.0,65.5,Strength,88.8,Medium,0.0,1011.0
Female,58,157.0,44.2,HIIT,64.8,Low,0.0,753.0
Male,47,184.0,89.1,Yoga,86.4,Medium,0.0,1133.0
Male,34,162.0,65.9,Yoga,48.6,Low,0.0,731.0
Female,37,157.0,55.6,Cardio,58.2,Low,0.0,597.0
Male,42,198.0,63.7,Yoga,82.2,Low,0.0,868.0
Male,39,182.0,86.2,Strength,117.6,High,0.0,1725.0
Female,30,163.0,59.2,Strength,111.0,High,0.0,1304.0
Male,36,188.0,85.4,Yoga,118.8,High,0.0,1492.0
Female,53,155.0,68.1,HIIT,84.6,Medium,0.0,831.0
Female,29,162.0,60.0,Strength,51.0,Low,0.0,684.0
Female,58,169.0,74.8,Strength,76.8,Medium,0.0,933.0
Male,36,165.0,90.3,Cardio,82.8,Medium,0.0,1199.0
Male,29,165.0,86.1,HIIT,99.6,High,0.0,1169.0
Male,26,166.0,73.7,Yoga,55.8,Low,0.0,639.0
Female,24,156.0,67.7,HIIT,85.2,Medium,0.0,980.0
Male,45,196.0,78.3,Cardio,77.4,Low,0.0,1066.0
Female,31,165.0,48.2,Cardio,66.0,Low,0.0,913.0
Female,48,151.0,56.8,HIIT,82.2,Medium,0.0,777.0
Male,36,163.0,112.4,Cardio,61.2,Medium,0.0,757.0
Female,33,167.0,59.0,Cardio,54.0,Low,0.0,558.0
Male,22,188.0,98.4,Cardio,31.2,Low,0.0,386.0
Male,52,160.0,66.5,HIIT,80.4,Medium,0.0,796.0
Male,29,181.0,106.5,Cardio,77.4,Medium,0.0,1107.0
Male,42,193.0,88.4,Yoga,100.8,High,0.0,1314.0
Male,38,179.0,88.4,Yoga,104.4,High,0.0,1321.0
Female,53,174.0,53.3,Strength,82.2,Medium,0.0,962.0
Female,40,156.0,58.1,Yoga,36.6,Low,0.0,415.0
Female,33,176.0,74.2,Strength,69.0,Medium,0.0,834.0
Male,56,163.0,84.6,HIIT,60.6,Medium,0.0,705.0
Male,59,192.0,78.0,Cardio,43.2,Low,0.0,453.0
Male,56,168.0,89.0,Yoga,106.2,High,0.0,1332.0
Female,31,176.0,42.7,Strength,87.6,Low,0.0,883.0
Male,48,182.0,83.9,HIIT,114.0,High,0.0,1401.0
Female,22,152.0,78.7,Strength,87.0,Medium,0.0,1204.0
Female,52,152.0,65.9,Cardio,76.2,Medium,0.0,794.0
Male,40,192.0,76.9,Yoga,67.8,Medium,0.0,851.0
Male,46,200.0,84.3,HIIT,109.8,High,0.0,1467.0
Female,28,160.0,62.4,Strength,66.0,Medium,0.0,710.0
Male,35,174.0,63.7,HIIT,61.8,Medium,0.0,810.0
Female,29,152.0,54.9,Strength,88.8,Low,0.0,910.0
Male,26,179.0,76.4,Strength,70.2,Medium,0.0,1004.0
Male,27,186.0,106.4,Cardio,80.4,Low,0.0,907.0
Female,34,150.0,68.4,Cardio,82.2,Medium,0.0,904.0
Male,55,186.0,63.5,Strength,81.6,Medium,0.0,969.0
Female,24,150.0,59.4,Yoga,75.0,Medium,0.0,825.0
Male,30,191.0,113.4,HIIT,76.2,Low,0.0,957.0
Female,57,152.0,61.9,HIIT,55.2,Low,0.0,592.0
Female,59,168.0,70.7,Cardio,70.2,Medium,0.0,637.0
Male,26,190.0,111.5,Yoga,61.2,Low,0.0,937.0
Female,44,166.0,72.1,Strength,84.0,Low,0.0,958.0
Male,19,187.0,56.9,Cardio,36.6,Low,0.0,463.0
Male,22,190.0,86.2,Strength,114.6,High,0.0,1345.0
Male,46,168.0,59.4,Strength,69.6,Medium,0.0,844.0
Female,54,172.0,75.6,Cardio,58.2,Low,0.0,672.0
Female,55,173.0,76.3,Yoga,64.8,Low,0.0,768.0
Male,36,186.0,95.8,HIIT,82.2,Low,0.0,972.0
Male,25,183.0,120.6,Cardio,62.4,Medium,0.0,686.0
Female,18,155.0,65.3,Yoga,85.2,Medium,0.0,1143.0
Male,39,189.0,85.3,Strength,46.2,Low,0.0,593.0
Male,34,168.0,68.0,Cardio,40.2,Low,0.0,472.0
Female,24,157.0,52.6,HIIT,77.4,Low,0.0,1071.0
Male,42,177.0,63.3,HIIT,79.2,Medium,0.0,876.0
Female,21,165.0,76.3,Strength,68.4,Medium,0.0,878.0
Male,53,163.0,61.0,Cardio,32.4,Low,0.0,331.0
Female,23,161.0,67.8,HIIT,80.4,Low,0.0,1072.0
Male,48,186.0,114.9,Cardio,81.6,Low,0.0,949.0
Male,36,171.0,88.0,HIIT,112.2,High,0.0,1646.0
Female,56,158.0,67.7,Strength,87.0,Low,0.0,927.0
Male,44,185.0,124.8,Strength,81.0,Medium,0.0,842.0
Female,27,158.0,53.0,Cardio,75.6,Medium,0.0,895.0
Male,43,188.0,61.2,Yoga,61.8,Low,0.0,831.0
Female,36,168.0,48.7,Yoga,73.8,Low,0.0,886.0
Female,56,170.0,50.6,Strength,77.4,Low,0.0,848.0
Female,20,173.0,72.6,HIIT,76.2,Medium,0.0,1016.0
Female,30,156.0,70.4,Yoga,61.8,Medium,0.0,644.0
Male,45,188.0,52.5,Strength,64.8,Medium,0.0,818.0
Male,37,177.0,76.3,HIIT,81.6,Medium,0.0,957.0
Female,45,158.0,41.2,HIIT,88.2,Low,0.0,1111.0
Female,25,176.0,55.3,Yoga,93.6,High,0.0,1186.0
Female,58,167.0,49.7,Strength,82.8,Medium,0.0,776.0
Male,56,187.0,48.3,HIIT,40.8,Low,0.0,525.0
Male,18,196.0,83.2,HIIT,109.8,High,0.0,1510.0
Male,20,173.0,120.5,Cardio,60.6,Medium,0.0,850.0
Male,30,200.0,121.6,Cardio,74.4,Medium,0.0,1091.0
Female,45,175.0,73.0,Yoga,68.4,Medium,0.0,759.0
Female,42,167.0,57.5,Cardio,105.6,High,0.0,1053.0
Female,50,153.0,42.7,Strength,84.6,Medium,0.0,983.0
Male,55,173.0,129.9,Yoga,41.4,Low,0.0,529.0
Male,23,192.0,108.6,Yoga,53.4,Low,0.0,656.0
Male,49,200.0,88.6,Cardio,109.8,High,0.0,1150.0
Female,38,151.0,49.7,HIIT,75.0,Low,0.0,906.0
Female,33,154.0,56.4,Strength,63.6,Low,0.0,822.0
Male,38,174.0,46.9,Strength,61.8,Medium,0.0,946.0
Female,28,167.0,71.3,Strength,87.6,Medium,0.0,1022.0
Male,54,186.0,71.6,Yoga,68.4,Medium,0.0,830.0
Male,53,161.0,82.3,Strength,112.2,High,0.0,1139.0
Female,52,169.0,70.6,HIIT,81.6,Low,0.0,826.0
Male,36,162.0,109.8,HIIT,50.4,Low,0.0,651.0
Female,37,169.0,73.5,Cardio,32.4,Low,0.0,354.0
Male,35,185.0,85.6,Strength,106.8,High,0.0,1322.0
Female,58,168.0,74.6,Yoga,61.8,Medium,0.0,737.0
Female,31,180.0,63.2,Cardio,35.4,Low,0.0,463.0
Female,32,163.0,62.6,HIIT,100.2,High,0.0,1344.0
Male,48,176.0,87.1,Strength,108.6,High,0.0,1398.0
Male,18,184.0,82.3,HIIT,103.8,High,0.0,1408.0
Female,20,178.0,64.3,Cardio,102.6,High,0.0,1171.0
Female,33,166.0,53.7,HIIT,75.0,Low,0.0,806.0
Male,40,200.0,63.0,Strength,85.2,Medium,0.0,1257.0
Male,28,186.0,128.4,Strength,63.6,Medium,0.0,921.0
Male,29,189.0,88.0,Cardio,105.0,High,0.0,1319.0
Female,27,152.0,63.7,Strength,71.4,Medium,0.0,714.0
Male,49,187.0,83.7,HIIT,77.4,Medium,0.0,1009.0
Male,33,175.0,102.6,HIIT,84.0,Medium,0.0,1078.0
Female,25,155.0,77.7,Yoga,33.0,Low,0.0,330.0
Male,55,188.0,87.5,Yoga,71.4,Medium,0.0,789.0
Male,29,186.0,87.0,Yoga,91.2,High,0.0,1028.0
Male,41,166.0,82.8,HIIT,118.2,High,0.0,1355.0
Female,45,168.0,65.4,HIIT,45.6,Low,0.0,441.0
Female,25,171.0,47.2,Cardio,53.4,Low,0.0,632.0
Female,45,170.0,58.2,Yoga,57.0,Low,0.0,684.0
Female,53,155.0,73.5,HIIT,70.2,Medium,0.0,806.0
Female,43,173.0,55.2,Cardio,100.2,High,0.0,1240.0
Female,25,171.0,64.4,HIIT,67.2,Low,0.0,935.0
Female,45,174.0,73.5,Cardio,70.8,Medium,0.0,807.0
Male,45,181.0,89.6,Yoga,102.0,High,0.0,1287.0
Male,54,176.0,86.5,Yoga,88.8,Medium,0.0,1158.0
Female,58,167.0,46.1,Yoga,76.8,Medium,0.0,743.0
Male,53,197.0,68.5,HIIT,78.0,Medium,0.0,894.0
Male,44,184.0,94.6,HIIT,75.6,Medium,0.0,748.0
Female,34,152.0,54.2,Cardio,67.8,Low,0.0,746.0
Male,26,177.0,47.7,Strength,69.0,Medium,0.0,759.0
Male,50,184.0,52.2,Strength,82.8,Medium,0.0,847.0
Male,37,195.0,88.8,Yoga,94.8,High,0.0,1173.0
Male,30,168.0,101.0,Strength,87.6,Medium,0.0,1076.0
Male,45,195.0,118.4,Yoga,63.6,Medium,0.0,881.0
Female,46,172.0,47.9,Cardio,84.6,Low,0.0,933.0
Female,30,174.0,51.5,Strength,64.8,Medium,0.0,810.0
Female,52,151.0,79.9,Strength,45.0,Low,0.0,479.0
Male,23,185.0,121.3,Yoga,43.2,Low,0.0,661.0
Female,35,164.0,78.9,Cardio,76.8,Medium,0.0,1050.0
Male,22,162.0,88.5,Strength,112.8,High,0.0,1675.0
